Requirement_ID,Activity_Name,Priority,Confidence,Combined_Score,Match_Quality,Req_Quality_Grade,Req_Quality_Score,Quality_Issues,Explanation_Summary,Shared_Terms,Assigned_Engineer,Due_Date,Status,Estimated_Hours,Engineering_Notes
O.15,2.4.1 Monitor Radiation Levels,QUICK-REVIEW,HIGH,1.174,GOOD,EXCELLENT,89.0,Clarity (high): ambiguous term 'sufficient'; Atomicity (medium): contains 1 conjunction(s),Semantic: Medium | Shared: radiation | Quality: GOOD,radiation,,,PENDING,0.5,
O.15,2.4.2 Analyze Radiation Exposure Data,QUICK-REVIEW,HIGH,1.128,GOOD,EXCELLENT,89.0,Clarity (high): ambiguous term 'sufficient'; Atomicity (medium): contains 1 conjunction(s),Semantic: High | Shared: radiation | Quality: GOOD,radiation,,,PENDING,0.5,
O.15,2.4.3 Adjust Operations for Radiation Protection,QUICK-REVIEW,HIGH,1.126,GOOD,EXCELLENT,89.0,Clarity (high): ambiguous term 'sufficient'; Atomicity (medium): contains 1 conjunction(s),Semantic: Medium | Shared: radiation | Quality: GOOD,radiation,,,PENDING,0.5,
O.15,7.1.7 Provide Structural Surface,QUICK-REVIEW,HIGH,1.098,GOOD,EXCELLENT,89.0,Clarity (high): ambiguous term 'sufficient'; Atomicity (medium): contains 1 conjunction(s),Semantic: Medium | Shared: provide | Quality: GOOD,provide,,,PENDING,0.5,
O.15,2.3.4 Provide Local Heating,QUICK-REVIEW,HIGH,1.092,GOOD,EXCELLENT,89.0,Clarity (high): ambiguous term 'sufficient'; Atomicity (medium): contains 1 conjunction(s),Semantic: Medium | Shared: provide | Quality: GOOD,provide,,,PENDING,0.5,
O.14,4.2.5 Store Manufactured Product,QUICK-REVIEW,HIGH,0.95,MODERATE,EXCELLENT,100.0,None,Semantic: Medium | Shared: product | Quality: MODERATE,product,,,PENDING,0.5,
O.14,2.1.5 Test System After Repairs,MANUAL-ANALYSIS,LOW,0.351,WEAK,EXCELLENT,100.0,None,Semantic: High | Shared: system | Quality: WEAK,system,,,PENDING,4.0,
O.13,1.2.1 Collect Real-Time Production Data,QUICK-REVIEW,HIGH,1.593,EXCELLENT,EXCELLENT,100.0,None,"Semantic: High | Shared: production, time | Quality: EXCELLENT","production, time",,,PENDING,0.5,
O.13,5.1.1 Initiate System Restarts,QUICK-REVIEW,HIGH,1.345,GOOD,EXCELLENT,100.0,None,"Semantic: Medium | Shared: system, restart | Quality: GOOD","system, restart",,,PENDING,0.5,
O.13,4.1.5 Transfer Preform to Production,QUICK-REVIEW,HIGH,0.902,MODERATE,EXCELLENT,100.0,None,Semantic: High | Shared: production | Quality: MODERATE,production,,,PENDING,0.5,
O.13,1.2.3 Detect Production Anomalies,QUICK-REVIEW,HIGH,0.883,MODERATE,EXCELLENT,100.0,None,Semantic: Medium | Shared: production | Quality: MODERATE,production,,,PENDING,0.5,
O.13,1.2.2 Analyze Production Efficiency,QUICK-REVIEW,HIGH,0.874,MODERATE,EXCELLENT,100.0,None,Semantic: Medium | Shared: production | Quality: MODERATE,production,,,PENDING,0.5,
O.12,1.1.4 Draw Fiber from Preform,QUICK-REVIEW,HIGH,1.859,EXCELLENT,EXCELLENT,100.0,Clarity (medium): low readability score (29.2/100),"Semantic: High | Shared: draw, fiber | Quality: EXCELLENT","draw, fiber",,,PENDING,0.5,
O.12,1.1.6.2 Level Wind Spool,QUICK-REVIEW,HIGH,1.18,GOOD,EXCELLENT,100.0,Clarity (medium): low readability score (29.2/100),Semantic: Medium | Shared: level | Quality: GOOD,level,,,PENDING,0.5,
O.12,2.4.1 Monitor Radiation Levels,QUICK-REVIEW,HIGH,1.179,GOOD,EXCELLENT,100.0,Clarity (medium): low readability score (29.2/100),Semantic: Medium | Shared: level | Quality: GOOD,level,,,PENDING,0.5,
O.12,4.1.5 Transfer Preform to Production,QUICK-REVIEW,HIGH,0.91,MODERATE,EXCELLENT,100.0,Clarity (medium): low readability score (29.2/100),Semantic: High | Shared: production | Quality: MODERATE,production,,,PENDING,0.5,
O.12,1.2.3 Detect Production Anomalies,QUICK-REVIEW,HIGH,0.895,MODERATE,EXCELLENT,100.0,Clarity (medium): low readability score (29.2/100),Semantic: High | Shared: production | Quality: MODERATE,production,,,PENDING,0.5,
O.11,4.2.4 Secure Docking Connection,QUICK-REVIEW,HIGH,1.442,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (2.9/100),Semantic: High | Shared: docking | Quality: GOOD,docking,,,PENDING,0.5,
O.11,7.1.3 Install Hardware Modules,QUICK-REVIEW,HIGH,1.34,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (2.9/100),Semantic: High | Shared: module | Quality: GOOD,module,,,PENDING,0.5,
O.11,2.1.5.1 Autonomous Post-Repair Testing,QUICK-REVIEW,HIGH,1.321,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (2.9/100),Semantic: High | Shared: post | Quality: GOOD,post,,,PENDING,0.5,
O.11,7.1.1 Receive and Secure Modules in Orbit,QUICK-REVIEW,HIGH,1.269,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (2.9/100),Semantic: High | Shared: module | Quality: GOOD,module,,,PENDING,0.5,
O.11,2.2.4 Transmit Launch Vehicle Power,QUICK-REVIEW,HIGH,1.184,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (2.9/100),Semantic: High | Shared: launch | Quality: GOOD,launch,,,PENDING,0.5,
O.10,7.1.4 Verify Hardware Installation,QUICK-REVIEW,HIGH,1.953,EXCELLENT,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (12.6/100),"Semantic: Medium | Shared: hardware, verify | Quality: EXCELLENT","hardware, verify",,,PENDING,0.5,
O.10,7.2.4 Verify Software Installation,QUICK-REVIEW,HIGH,1.847,EXCELLENT,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (12.6/100),"Semantic: Medium | Shared: software, verify | Quality: EXCELLENT","software, verify",,,PENDING,0.5,
O.10,2.1.5 Test System After Repairs,QUICK-REVIEW,HIGH,1.341,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (12.6/100),"Semantic: High | Shared: system, test | Quality: GOOD","system, test",,,PENDING,0.5,
O.10,7.1.3 Install Hardware Modules,QUICK-REVIEW,HIGH,1.29,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (12.6/100),Semantic: High | Shared: hardware | Quality: GOOD,hardware,,,PENDING,0.5,
O.10,7.1.2 Prepare for Hardware Installation,QUICK-REVIEW,HIGH,1.286,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (12.6/100),Semantic: Medium | Shared: hardware | Quality: GOOD,hardware,,,PENDING,0.5,
O.9,1.2.5 Transmit Data to Ground Control,QUICK-REVIEW,HIGH,2.631,EXCELLENT,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (0.0/100),"Semantic: High | Shared: control, data | Quality: EXCELLENT","control, data, ground",,,PENDING,0.5,
O.9,4.1.1 Track Resources (Automated tracking),QUICK-REVIEW,HIGH,1.335,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (0.0/100),Semantic: High | Shared: tracking | Quality: GOOD,tracking,,,PENDING,0.5,
O.9,2.1.5 Test System After Repairs,QUICK-REVIEW,HIGH,1.295,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (0.0/100),"Semantic: High | Shared: system, test | Quality: GOOD","system, test",,,PENDING,0.5,
O.9,1.3.2 Detect Off-Nominal Microgravity Conditions,QUICK-REVIEW,HIGH,1.129,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (0.0/100),Semantic: High | Shared: nominal | Quality: GOOD,nominal,,,PENDING,0.5,
O.9,1.2.5.2 Amplify High Rate Transmission,QUICK-REVIEW,HIGH,1.126,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Clarity (medium): low readability score (0.0/100),Semantic: High | Shared: transmission | Quality: GOOD,transmission,,,PENDING,0.5,
O.8,1.2.5 Transmit Data to Ground Control,QUICK-REVIEW,HIGH,1.962,EXCELLENT,EXCELLENT,88.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Verifiability (high): no measurable criteria found,"Semantic: Medium | Shared: ground, data | Quality: EXCELLENT","ground, data",,,PENDING,0.5,
O.8,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,QUICK-REVIEW,HIGH,0.918,MODERATE,EXCELLENT,88.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Verifiability (high): no measurable criteria found,Semantic: High | Shared: manufacturing | Quality: MODERATE,manufacturing,,,PENDING,0.5,
O.8,5.1.3 Redirect Operations (Reconfiguration after faults),AUTO-APPROVE,HIGH,0.901,MODERATE,EXCELLENT,88.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Verifiability (high): no measurable criteria found,Semantic: High | Shared: operation | Quality: MODERATE,operation,,,PENDING,0.25,
O.8,2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),QUICK-REVIEW,HIGH,0.859,MODERATE,EXCELLENT,88.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Verifiability (high): no measurable criteria found,Semantic: High | Shared: ground | Quality: MODERATE,ground,,,PENDING,0.5,
O.8,2.4.3 Adjust Operations for Radiation Protection,QUICK-REVIEW,HIGH,0.843,MODERATE,EXCELLENT,88.0,Atomicity (high): multiple conjunctions (3) suggest compound requirements; Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: operation | Quality: MODERATE,operation,,,PENDING,0.5,
O.7,7.1.8 Support Platform Structure,QUICK-REVIEW,HIGH,1.899,EXCELLENT,EXCELLENT,89.0,Clarity (high): ambiguous term 'efficient'; Atomicity (high): multiple conjunctions (5) suggest compound requirements,"Semantic: Medium | Shared: platform, support | Quality: EXCELLENT","platform, support",,,PENDING,0.5,
O.7,6.1.3 Store Performance Data,QUICK-REVIEW,HIGH,1.707,EXCELLENT,EXCELLENT,89.0,Clarity (high): ambiguous term 'efficient'; Atomicity (high): multiple conjunctions (5) suggest compound requirements,"Semantic: High | Shared: performance, datum | Quality: EXCELLENT","performance, datum",,,PENDING,0.5,
O.7,2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),QUICK-REVIEW,HIGH,1.487,GOOD,EXCELLENT,89.0,Clarity (high): ambiguous term 'efficient'; Atomicity (high): multiple conjunctions (5) suggest compound requirements,"Semantic: High | Shared: ground, support | Quality: GOOD","ground, support",,,PENDING,0.5,
O.7,2.1.3.1 Monitor Sensor Data (Remote diagnostics support),AUTO-APPROVE,HIGH,1.442,GOOD,EXCELLENT,89.0,Clarity (high): ambiguous term 'efficient'; Atomicity (high): multiple conjunctions (5) suggest compound requirements,"Semantic: High | Shared: support, datum | Quality: GOOD","support, datum",,,PENDING,0.25,
O.7,2.1.5 Test System After Repairs,QUICK-REVIEW,HIGH,1.301,GOOD,EXCELLENT,89.0,Clarity (high): ambiguous term 'efficient'; Atomicity (high): multiple conjunctions (5) suggest compound requirements,"Semantic: High | Shared: system, test | Quality: GOOD","system, test",,,PENDING,0.5,
O.6,2.3.1 Monitor Thermal Environment,QUICK-REVIEW,HIGH,2.11,EXCELLENT,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,"Semantic: Medium | Shared: thermal, environment | Quality: EXCELLENT","thermal, environment",,,PENDING,0.5,
O.6,2.4.1 Monitor Radiation Levels,QUICK-REVIEW,HIGH,1.189,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: radiation | Quality: GOOD,radiation,,,PENDING,0.5,
O.6,2.4.2 Analyze Radiation Exposure Data,QUICK-REVIEW,HIGH,1.142,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: High | Shared: radiation | Quality: GOOD,radiation,,,PENDING,0.5,
O.6,3.3.1 Monitor Orbital Environment for Debris,QUICK-REVIEW,HIGH,1.126,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: High | Shared: environment | Quality: GOOD,environment,,,PENDING,0.5,
O.6,2.4.3 Adjust Operations for Radiation Protection,QUICK-REVIEW,HIGH,1.111,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 2 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: radiation | Quality: GOOD,radiation,,,PENDING,0.5,
O.5,3.3.3 Execute End-of-Life Deorbiting Procedures,AUTO-APPROVE,HIGH,1.173,GOOD,EXCELLENT,100.0,None,Semantic: High | Shared: life | Quality: GOOD,life,,,PENDING,0.25,
O.4,5.2.1 Receive Remote Commands,QUICK-REVIEW,HIGH,1.232,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (4) suggest compound requirements; Clarity (medium): low readability score (7.8/100),Semantic: Medium | Shared: command | Quality: GOOD,command,,,PENDING,0.5,
O.4,4.2.4 Secure Docking Connection,QUICK-REVIEW,HIGH,1.147,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (4) suggest compound requirements; Clarity (medium): low readability score (7.8/100),Semantic: High | Shared: secure | Quality: GOOD,secure,,,PENDING,0.5,
O.4,7.1.1 Receive and Secure Modules in Orbit,QUICK-REVIEW,HIGH,1.102,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (4) suggest compound requirements; Clarity (medium): low readability score (7.8/100),Semantic: High | Shared: secure | Quality: GOOD,secure,,,PENDING,0.5,
O.4,7.1.7 Provide Structural Surface,QUICK-REVIEW,HIGH,1.096,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (4) suggest compound requirements; Clarity (medium): low readability score (7.8/100),Semantic: Medium | Shared: provide | Quality: GOOD,provide,,,PENDING,0.5,
O.4,2.3.4 Provide Local Heating,QUICK-REVIEW,HIGH,1.086,GOOD,EXCELLENT,94.0,Atomicity (high): multiple conjunctions (4) suggest compound requirements; Clarity (medium): low readability score (7.8/100),Semantic: Medium | Shared: provide | Quality: GOOD,provide,,,PENDING,0.5,
O.3,4.2.5 Store Manufactured Product,QUICK-REVIEW,HIGH,1.029,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: manufacture | Quality: GOOD,manufacture,,,PENDING,0.5,
O.3,1.1.5 Cool/ Anneal Fiber,QUICK-REVIEW,HIGH,0.795,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: fiber | Quality: MODERATE,fiber,,,PENDING,0.5,
O.3,1.1.6 Spool Fiber,QUICK-REVIEW,HIGH,0.772,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: fiber | Quality: MODERATE,fiber,,,PENDING,0.5,
O.3,1.1.4 Draw Fiber from Preform,QUICK-REVIEW,HIGH,0.761,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: fiber | Quality: MODERATE,fiber,,,PENDING,0.5,
O.3,1.1.7 Monitor Fiber Quality,QUICK-REVIEW,HIGH,0.725,MODERATE,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: fiber | Quality: MODERATE,fiber,,,PENDING,0.5,
O.2,2.3.1 Monitor Thermal Environment,QUICK-REVIEW,HIGH,1.136,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: environment | Quality: GOOD,environment,,,PENDING,0.5,
O.2,3.3.1 Monitor Orbital Environment for Debris,QUICK-REVIEW,HIGH,1.132,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: environment | Quality: GOOD,environment,,,PENDING,0.5,
O.2,2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),QUICK-REVIEW,HIGH,1.103,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: High | Shared: intervention | Quality: GOOD,intervention,,,PENDING,0.5,
O.1,1.1.7.2 Detect Defects,QUICK-REVIEW,HIGH,1.383,GOOD,EXCELLENT,100.0,None,Semantic: High | Shared: defect | Quality: GOOD,defect,,,PENDING,0.5,
O.1,1.1.8 Correct Defects,QUICK-REVIEW,HIGH,1.36,GOOD,EXCELLENT,100.0,None,Semantic: High | Shared: defect | Quality: GOOD,defect,,,PENDING,0.5,
O.1,1.3.1 Monitor Microgravity Conditions,QUICK-REVIEW,HIGH,1.228,GOOD,EXCELLENT,100.0,None,Semantic: High | Shared: microgravity | Quality: GOOD,microgravity,,,PENDING,0.5,
O.1,1.3.2 Detect Off-Nominal Microgravity Conditions,AUTO-APPROVE,HIGH,1.173,GOOD,EXCELLENT,100.0,None,Semantic: High | Shared: microgravity | Quality: GOOD,microgravity,,,PENDING,0.25,
O.1,4.2.5 Store Manufactured Product,QUICK-REVIEW,HIGH,1.097,GOOD,EXCELLENT,100.0,None,Semantic: High | Shared: manufacture | Quality: GOOD,manufacture,,,PENDING,0.5,
I.11,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),AUTO-APPROVE,HIGH,1.66,EXCELLENT,EXCELLENT,100.0,None,"Semantic: High | Shared: transport, fiber | Quality: EXCELLENT","transport, fiber",,,PENDING,0.25,
I.11,4.2.4 Secure Docking Connection,QUICK-REVIEW,HIGH,1.16,GOOD,EXCELLENT,100.0,None,Semantic: High | Shared: secure | Quality: GOOD,secure,,,PENDING,0.5,
I.11,7.1.1 Receive and Secure Modules in Orbit,QUICK-REVIEW,HIGH,1.079,GOOD,EXCELLENT,100.0,None,Semantic: High | Shared: secure | Quality: GOOD,secure,,,PENDING,0.5,
I.11,4.2.5 Store Manufactured Product,QUICK-REVIEW,HIGH,0.949,MODERATE,EXCELLENT,100.0,None,Semantic: High | Shared: product | Quality: MODERATE,product,,,PENDING,0.5,
I.11,1.1.5 Cool/ Anneal Fiber,QUICK-REVIEW,HIGH,0.811,MODERATE,EXCELLENT,100.0,None,Semantic: High | Shared: fiber | Quality: MODERATE,fiber,,,PENDING,0.5,
I.10,4.1.2 Request Resupply (Autonomous resupply request),AUTO-APPROVE,HIGH,1.43,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: High | Shared: resupply | Quality: GOOD,resupply,,,PENDING,0.25,
I.10,4.1.3 Receive Resupply,QUICK-REVIEW,HIGH,1.27,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: resupply | Quality: GOOD,resupply,,,PENDING,0.5,
I.10,4.2.1 Schedule Resupply Operations (Automated scheduling),QUICK-REVIEW,HIGH,1.061,GOOD,EXCELLENT,88.0,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,Semantic: High | Shared: resupply | Quality: GOOD,resupply,,,PENDING,0.5,
I.9,2.3.4 Provide Local Heating,QUICK-REVIEW,HIGH,1.073,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: provide | Quality: GOOD,provide,,,PENDING,0.5,
I.9,7.1.7 Provide Structural Surface,QUICK-REVIEW,HIGH,1.073,GOOD,EXCELLENT,94.0,Verifiability (high): no measurable criteria found,Semantic: Medium | Shared: provide | Quality: GOOD,provide,,,PENDING,0.5,
I.8,6.1.2 Log System Data,QUICK-REVIEW,HIGH,0.94,MODERATE,EXCELLENT,88.0,Atomicity (medium): contains 1 conjunction(s); Verifiability (high): no measurable criteria found,"Semantic: Medium | Shared: system, datum | Quality: MODERATE","system, datum",,,PENDING,0.5,
