ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Semantic Score,BM25 Score,Lexical Score,Entity Score
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),0.489,0.523,0.648,0.13,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",4.2.2 Coordinate Resource Transfers (Remote coordination),0.486,0.41,0.944,0.043,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",4.1.3 Receive Resupply,0.451,0.398,0.848,0.0,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",3.3.1 Monitor Orbital Environment for Debris,0.432,0.376,0.825,0.0,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.417,0.384,0.723,0.062,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,2.1.5.1 Autonomous Post-Repair Testing,0.394,0.391,0.64,0.0,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,3.1.1.1 Conduct Autonomous Safety Inspections,0.394,0.584,0.145,0.071,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,3.1.2 Report Safety Incidents (Automated logging and reporting),0.388,0.403,0.561,0.062,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,2.1.1.2 Monitor System Health,0.386,0.346,0.685,0.077,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,6.1.1 Capture Sensor Data (Automated and continuous),0.453,0.167,1.413,0.0,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,1.2.1 Collect Real-Time Production Data,0.421,0.375,0.762,0.056,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,1.2.2 Analyze Production Efficiency,0.4,0.557,0.212,0.133,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,4.1.5 Transfer Preform to Production,0.388,0.252,0.922,0.062,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,1.2.3 Detect Production Anomalies,0.386,0.409,0.536,0.062,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,6.1.2 Log System Data,0.496,0.216,1.438,0.071,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,2.1.1.1 Conduct Autonomous Diagnostics,0.474,0.483,0.735,0.0,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.386,0.534,0.242,0.056,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,2.1.5.2 Remote Monitoring of Repair Testing,0.385,0.303,0.811,0.0,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,1.2.1 Collect Real-Time Production Data,0.35,0.237,0.833,0.0,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",6.1.3 Store Performance Data,0.455,0.109,1.538,0.048,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",7.1.1 Receive and Secure Modules in Orbit,0.439,0.548,0.421,0.045,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.43,0.346,0.874,0.04,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",2.3.1 Monitor Thermal Environment,0.339,0.131,1.04,0.0,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",4.2.1 Schedule Resupply Operations (Automated scheduling),0.332,0.194,0.862,0.0,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.428,0.118,1.43,0.0,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",2.4.3 Adjust Operations for Radiation Protection,0.398,0.311,0.848,0.0,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",3.1.1 Monitor Safety Standards (Automated safety checks),0.396,0.305,0.85,0.0,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",2.1.4 Repair System,0.378,0.543,0.18,0.071,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",4.1.2 Request Resupply (Autonomous resupply request),0.375,0.406,0.526,0.0,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",6.2.2 Identify Performance Bottlenecks,0.38,0.034,1.437,0.0,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.359,0.283,0.758,0.0,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",1.2.2 Analyze Production Efficiency,0.339,0.301,0.633,0.0,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",1.2.1 Collect Real-Time Production Data,0.314,0.205,0.762,0.0,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",2.3.3 Transfer Heat Away,0.292,0.169,0.763,0.0,0.0
F.7,F.7 Timeliness,The system shall ensure timely execution of manufacturing processes and respond promptly to operational commands and events.,1.2.1 Collect Real-Time Production Data,0.479,0.449,0.84,0.0,0.0
F.7,F.7 Timeliness,The system shall ensure timely execution of manufacturing processes and respond promptly to operational commands and events.,4.2.1 Schedule Resupply Operations (Automated scheduling),0.457,0.478,0.68,0.0,0.0
F.7,F.7 Timeliness,The system shall ensure timely execution of manufacturing processes and respond promptly to operational commands and events.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.434,0.489,0.563,0.0,0.0
F.7,F.7 Timeliness,The system shall ensure timely execution of manufacturing processes and respond promptly to operational commands and events.,6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),0.432,0.11,1.465,0.0,0.0
F.7,F.7 Timeliness,The system shall ensure timely execution of manufacturing processes and respond promptly to operational commands and events.,3.1.2 Report Safety Incidents (Automated logging and reporting),0.373,0.388,0.561,0.0,0.0
F.6,F.6 Risk Management,"The system shall implement risk management strategies that reduce identified operational hazards by at least 90%, ensuring mission success, as verified through a risk assessment showing a reduction in risk exposure by 90% or more and achieving a residual risk level of less than 5% of the total risk exposure.",3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.547,0.665,0.563,0.074,0.0
F.6,F.6 Risk Management,"The system shall implement risk management strategies that reduce identified operational hazards by at least 90%, ensuring mission success, as verified through a risk assessment showing a reduction in risk exposure by 90% or more and achieving a residual risk level of less than 5% of the total risk exposure.",7.1.1 Receive and Secure Modules in Orbit,0.495,0.185,1.537,0.0,0.0
F.6,F.6 Risk Management,"The system shall implement risk management strategies that reduce identified operational hazards by at least 90%, ensuring mission success, as verified through a risk assessment showing a reduction in risk exposure by 90% or more and achieving a residual risk level of less than 5% of the total risk exposure.",2.4.2 Analyze Radiation Exposure Data,0.415,0.312,0.895,0.04,0.0
F.6,F.6 Risk Management,"The system shall implement risk management strategies that reduce identified operational hazards by at least 90%, ensuring mission success, as verified through a risk assessment showing a reduction in risk exposure by 90% or more and achieving a residual risk level of less than 5% of the total risk exposure.",8.2.7 Regulate Propellant Flow,0.335,0.173,0.926,0.0,0.0
F.6,F.6 Risk Management,"The system shall implement risk management strategies that reduce identified operational hazards by at least 90%, ensuring mission success, as verified through a risk assessment showing a reduction in risk exposure by 90% or more and achieving a residual risk level of less than 5% of the total risk exposure.",3.2.2 Analyze Safety Data,0.324,0.448,0.22,0.0,0.0
F.5,F.5 Scientific Experimentation,The system shall enable scientific experiments in microgravity alongside manufacturing operations.,1.3.1 Monitor Microgravity Conditions,0.473,0.546,0.543,0.091,0.0
F.5,F.5 Scientific Experimentation,The system shall enable scientific experiments in microgravity alongside manufacturing operations.,1.3.2 Detect Off-Nominal Microgravity Conditions,0.435,0.548,0.392,0.083,0.0
F.5,F.5 Scientific Experimentation,The system shall enable scientific experiments in microgravity alongside manufacturing operations.,7.1.2 Prepare for Hardware Installation,0.409,0.098,1.399,0.0,0.0
F.5,F.5 Scientific Experimentation,The system shall enable scientific experiments in microgravity alongside manufacturing operations.,7.1.8 Support Platform Structure,0.338,0.314,0.596,0.0,0.0
F.5,F.5 Scientific Experimentation,The system shall enable scientific experiments in microgravity alongside manufacturing operations.,1.2.1 Collect Real-Time Production Data,0.331,0.293,0.62,0.0,0.0
F.4,F.4 Packaging and Storage,The system shall package and store completed ZBLAN fibers for return to Earth.,2.4.3 Adjust Operations for Radiation Protection,0.388,0.225,1.014,0.0,0.0
F.4,F.4 Packaging and Storage,The system shall package and store completed ZBLAN fibers for return to Earth.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.386,0.557,0.18,0.071,0.0
F.4,F.4 Packaging and Storage,The system shall package and store completed ZBLAN fibers for return to Earth.,7.1.3 Install Hardware Modules,0.356,0.036,1.339,0.0,0.0
F.4,F.4 Packaging and Storage,The system shall package and store completed ZBLAN fibers for return to Earth.,1.1.5 Cool/ Anneal Fiber,0.33,0.362,0.411,0.1,0.0
F.4,F.4 Packaging and Storage,The system shall package and store completed ZBLAN fibers for return to Earth.,2.1.4 Repair System,0.3,0.225,0.622,0.1,0.0
F.3,F.3 Real-Time Monitoring,"The system shall monitor and adjust manufacturing parameters in real-time with a response time of less than 500 ms to maintain product quality, as verified through operational testing and quality control data.",1.2.1 Collect Real-Time Production Data,0.537,0.552,0.762,0.158,0.0
F.3,F.3 Real-Time Monitoring,"The system shall monitor and adjust manufacturing parameters in real-time with a response time of less than 500 ms to maintain product quality, as verified through operational testing and quality control data.",7.1.4 Verify Hardware Installation,0.45,0.155,1.407,0.053,0.0
F.3,F.3 Real-Time Monitoring,"The system shall monitor and adjust manufacturing parameters in real-time with a response time of less than 500 ms to maintain product quality, as verified through operational testing and quality control data.",4.1.3 Receive Resupply,0.43,0.225,1.18,0.0,0.0
F.3,F.3 Real-Time Monitoring,"The system shall monitor and adjust manufacturing parameters in real-time with a response time of less than 500 ms to maintain product quality, as verified through operational testing and quality control data.",2.1.2 Calibrate System,0.43,0.41,0.712,0.056,0.0
F.3,F.3 Real-Time Monitoring,"The system shall monitor and adjust manufacturing parameters in real-time with a response time of less than 500 ms to maintain product quality, as verified through operational testing and quality control data.",3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.412,0.357,0.79,0.0,0.0
F.2,F.2 Fiber Drawing,The system shall draw ZBLAN fibers from the heated preform at a consistent rate.,1.2.5.2 Amplify High Rate Transmission,0.406,0.219,1.063,0.083,0.0
F.2,F.2 Fiber Drawing,The system shall draw ZBLAN fibers from the heated preform at a consistent rate.,1.1.4 Draw Fiber from Preform,0.385,0.408,0.43,0.333,0.0
F.2,F.2 Fiber Drawing,The system shall draw ZBLAN fibers from the heated preform at a consistent rate.,1.1.3 Heat Preform,0.382,0.365,0.61,0.1,0.0
F.2,F.2 Fiber Drawing,The system shall draw ZBLAN fibers from the heated preform at a consistent rate.,1.1.5 Cool/ Anneal Fiber,0.376,0.439,0.411,0.1,0.0
F.2,F.2 Fiber Drawing,The system shall draw ZBLAN fibers from the heated preform at a consistent rate.,7.2.1 Prepare for Software Installation/Update,0.357,0.048,1.313,0.0,0.0
F.1,F.1 Secondary Missions,The system shall support secondary missions without compromising primary ZBLAN fiber production objectives.,1.1.4 Draw Fiber from Preform,0.375,0.304,0.742,0.077,0.0
F.1,F.1 Secondary Missions,The system shall support secondary missions without compromising primary ZBLAN fiber production objectives.,7.2.2 Upload Software,0.36,0.019,1.396,0.0,0.0
F.1,F.1 Secondary Missions,The system shall support secondary missions without compromising primary ZBLAN fiber production objectives.,1.2.3 Detect Production Anomalies,0.349,0.226,0.822,0.077,0.0
F.1,F.1 Secondary Missions,The system shall support secondary missions without compromising primary ZBLAN fiber production objectives.,2.1.4 Repair System,0.348,0.229,0.809,0.083,0.0
F.1,F.1 Secondary Missions,The system shall support secondary missions without compromising primary ZBLAN fiber production objectives.,1.1.6 Spool Fiber,0.34,0.352,0.485,0.083,0.0
C.11,C.11 Technology Readiness,All components of the system shall be at Technology Readiness Level (TRL) 6 or higher before integration into the final system.,7.2.3 Install/Activate Software,0.472,0.121,1.396,0.0,1.0
C.11,C.11 Technology Readiness,All components of the system shall be at Technology Readiness Level (TRL) 6 or higher before integration into the final system.,2.1.4 Repair System,0.438,0.343,0.693,0.091,1.0
C.11,C.11 Technology Readiness,All components of the system shall be at Technology Readiness Level (TRL) 6 or higher before integration into the final system.,3.2.2 Analyze Safety Data,0.378,0.286,0.624,0.0,1.0
C.11,C.11 Technology Readiness,All components of the system shall be at Technology Readiness Level (TRL) 6 or higher before integration into the final system.,6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.361,0.245,0.656,0.0,1.0
C.11,C.11 Technology Readiness,All components of the system shall be at Technology Readiness Level (TRL) 6 or higher before integration into the final system.,3.1.1 Monitor Safety Standards (Automated safety checks),0.334,0.391,0.198,0.0,1.0
C.10,C.10 Economic Viability,The system shall demonstrate a positive return on investment within 5 years of full operational capability.,7.2.4 Verify Software Installation,0.38,0.071,1.348,0.0,0.0
C.10,C.10 Economic Viability,The system shall demonstrate a positive return on investment within 5 years of full operational capability.,6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.281,0.237,0.557,0.0,0.0
C.10,C.10 Economic Viability,The system shall demonstrate a positive return on investment within 5 years of full operational capability.,5.1.1 Initiate System Restarts,0.271,0.179,0.62,0.091,0.0
C.10,C.10 Economic Viability,The system shall demonstrate a positive return on investment within 5 years of full operational capability.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.263,0.203,0.563,0.0,0.0
C.10,C.10 Economic Viability,The system shall demonstrate a positive return on investment within 5 years of full operational capability.,3.1.1 Monitor Safety Standards (Automated safety checks),0.246,0.144,0.638,0.0,0.0
C.9,C.9 End-of-Life Management,The system shall have a defined end-of-life plan that includes safe deorbiting or repurposing of at least 90% of its components.,2.1.1.1 Conduct Autonomous Diagnostics,0.432,0.243,1.146,0.0,0.0
C.9,C.9 End-of-Life Management,The system shall have a defined end-of-life plan that includes safe deorbiting or repurposing of at least 90% of its components.,8.1.1 Monitor Orbital Parameters,0.407,0.088,1.418,0.0,0.0
C.9,C.9 End-of-Life Management,The system shall have a defined end-of-life plan that includes safe deorbiting or repurposing of at least 90% of its components.,3.3.3 Execute End-of-Life Deorbiting Procedures,0.362,0.5,0.156,0.231,0.0
C.9,C.9 End-of-Life Management,The system shall have a defined end-of-life plan that includes safe deorbiting or repurposing of at least 90% of its components.,3.2.2 Analyze Safety Data,0.302,0.244,0.624,0.0,0.0
C.9,C.9 End-of-Life Management,The system shall have a defined end-of-life plan that includes safe deorbiting or repurposing of at least 90% of its components.,2.1.5 Test System After Repairs,0.282,0.271,0.449,0.077,0.0
C.8,C.8 Regulatory Compliance,The system shall adhere to international space treaties and regulations governing manufacturing in orbit.,8.1.2 Calculate Orbital Adjustments,0.511,0.257,1.427,0.0,0.0
C.8,C.8 Regulatory Compliance,The system shall adhere to international space treaties and regulations governing manufacturing in orbit.,3.1.1 Monitor Safety Standards (Automated safety checks),0.313,0.301,0.53,0.0,0.0
C.8,C.8 Regulatory Compliance,The system shall adhere to international space treaties and regulations governing manufacturing in orbit.,2.4.3 Adjust Operations for Radiation Protection,0.31,0.266,0.603,0.0,0.0
C.8,C.8 Regulatory Compliance,The system shall adhere to international space treaties and regulations governing manufacturing in orbit.,1.1.3.3 Hold Preform,0.3,0.056,1.063,0.0,0.0
C.8,C.8 Regulatory Compliance,The system shall adhere to international space treaties and regulations governing manufacturing in orbit.,1.3.1 Monitor Microgravity Conditions,0.289,0.249,0.556,0.0,0.0
C.7,C.7 Payload Interference,"The system shall not interfere with other payloads or operations on the host platform, if the system is being hosted.",8.2.1 Execute Orbital Maneuvers,0.407,0.163,1.236,0.0,0.0
C.7,C.7 Payload Interference,"The system shall not interfere with other payloads or operations on the host platform, if the system is being hosted.",4.1.2 Request Resupply (Autonomous resupply request),0.313,0.221,0.723,0.0,0.0
C.7,C.7 Payload Interference,"The system shall not interfere with other payloads or operations on the host platform, if the system is being hosted.",4.1.3.1 Coordinate Automated Resource Transfer,0.302,0.264,0.574,0.0,0.0
C.7,C.7 Payload Interference,"The system shall not interfere with other payloads or operations on the host platform, if the system is being hosted.",7.1.8 Support Platform Structure,0.279,0.199,0.596,0.111,0.0
C.7,C.7 Payload Interference,"The system shall not interfere with other payloads or operations on the host platform, if the system is being hosted.",2.1.4.1 Initiate Autonomous Repairs (Remote or autonomous actions),0.261,0.197,0.574,0.0,0.0
C.6,C.6 Environmental Impact,"The system shall comply with ISO 24113:2019 Space Debris Mitigation Requirements by preventing the generation of debris larger than 1 mm during its operational lifetime and ensuring end-of-life disposal via controlled re-entry within 25 years or transfer to a disposal orbit with a minimum perigee altitude of 2,000 km, as verified through orbital decay analysis.",3.1.1 Monitor Safety Standards (Automated safety checks),0.442,0.344,0.942,0.0,0.0
C.6,C.6 Environmental Impact,"The system shall comply with ISO 24113:2019 Space Debris Mitigation Requirements by preventing the generation of debris larger than 1 mm during its operational lifetime and ensuring end-of-life disposal via controlled re-entry within 25 years or transfer to a disposal orbit with a minimum perigee altitude of 2,000 km, as verified through orbital decay analysis.",2.4.1 Monitor Radiation Levels,0.42,0.274,1.02,0.0,0.0
C.6,C.6 Environmental Impact,"The system shall comply with ISO 24113:2019 Space Debris Mitigation Requirements by preventing the generation of debris larger than 1 mm during its operational lifetime and ensuring end-of-life disposal via controlled re-entry within 25 years or transfer to a disposal orbit with a minimum perigee altitude of 2,000 km, as verified through orbital decay analysis.",8.1.1 Monitor Orbital Parameters,0.41,0.329,0.836,0.032,0.0
C.6,C.6 Environmental Impact,"The system shall comply with ISO 24113:2019 Space Debris Mitigation Requirements by preventing the generation of debris larger than 1 mm during its operational lifetime and ensuring end-of-life disposal via controlled re-entry within 25 years or transfer to a disposal orbit with a minimum perigee altitude of 2,000 km, as verified through orbital decay analysis.",8.1.3 Monitor Attitude,0.399,0.005,1.585,0.0,0.0
C.6,C.6 Environmental Impact,"The system shall comply with ISO 24113:2019 Space Debris Mitigation Requirements by preventing the generation of debris larger than 1 mm during its operational lifetime and ensuring end-of-life disposal via controlled re-entry within 25 years or transfer to a disposal orbit with a minimum perigee altitude of 2,000 km, as verified through orbital decay analysis.",2.4.2 Analyze Radiation Exposure Data,0.393,0.309,0.831,0.0,0.0
C.5,C.5 Approved Materials,The system shall use only materials and processes approved for use in the space environment.,2.4.3 Adjust Operations for Radiation Protection,0.359,0.314,0.682,0.0,0.0
C.5,C.5 Approved Materials,The system shall use only materials and processes approved for use in the space environment.,3.1.1 Monitor Safety Standards (Automated safety checks),0.345,0.261,0.754,0.0,0.0
C.5,C.5 Approved Materials,The system shall use only materials and processes approved for use in the space environment.,8.2.2 Adjust Attitude,0.341,0.029,1.293,0.0,0.0
C.5,C.5 Approved Materials,The system shall use only materials and processes approved for use in the space environment.,1.1.5 Cool/ Anneal Fiber,0.294,0.206,0.681,0.0,0.0
C.5,C.5 Approved Materials,The system shall use only materials and processes approved for use in the space environment.,2.1.2 Calibrate System,0.273,0.209,0.544,0.111,0.0
C.4,C.4 National Goals,"The system shall demonstrate compatibility with at least 90% of technical standards and objectives outlined in the latest published guidance from relevant government agencies (e.g., NASA's Exploration Goals), verified through compliance assessments and interface certifications.",1.1.3.1 Hold Heater,0.425,0.047,1.586,0.0,0.0
C.4,C.4 National Goals,"The system shall demonstrate compatibility with at least 90% of technical standards and objectives outlined in the latest published guidance from relevant government agencies (e.g., NASA's Exploration Goals), verified through compliance assessments and interface certifications.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.347,0.199,0.911,0.0,0.0
C.4,C.4 National Goals,"The system shall demonstrate compatibility with at least 90% of technical standards and objectives outlined in the latest published guidance from relevant government agencies (e.g., NASA's Exploration Goals), verified through compliance assessments and interface certifications.",3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.342,0.33,0.577,0.0,0.0
C.4,C.4 National Goals,"The system shall demonstrate compatibility with at least 90% of technical standards and objectives outlined in the latest published guidance from relevant government agencies (e.g., NASA's Exploration Goals), verified through compliance assessments and interface certifications.",7.2.4 Verify Software Installation,0.331,0.251,0.705,0.042,0.0
C.4,C.4 National Goals,"The system shall demonstrate compatibility with at least 90% of technical standards and objectives outlined in the latest published guidance from relevant government agencies (e.g., NASA's Exploration Goals), verified through compliance assessments and interface certifications.",3.1.1 Monitor Safety Standards (Automated safety checks),0.325,0.452,0.198,0.038,0.0
C.3,C.3 Power Budget,The system shall operate within the power budget allocated by the host space platform if it is being hosted,1.1.3.2 Rotate Heater Stage,0.403,0.115,1.337,0.0,0.0
C.3,C.3 Power Budget,The system shall operate within the power budget allocated by the host space platform if it is being hosted,4.1.2 Request Resupply (Autonomous resupply request),0.401,0.291,0.906,0.0,0.0
C.3,C.3 Power Budget,The system shall operate within the power budget allocated by the host space platform if it is being hosted,2.2.2 Condition Power,0.344,0.392,0.396,0.1,0.0
C.3,C.3 Power Budget,The system shall operate within the power budget allocated by the host space platform if it is being hosted,8.2.1 Execute Orbital Maneuvers,0.322,0.147,0.933,0.0,0.0
C.3,C.3 Power Budget,The system shall operate within the power budget allocated by the host space platform if it is being hosted,3.1.1 Monitor Safety Standards (Automated safety checks),0.313,0.199,0.773,0.0,0.0
C.2,C.2 Debris Mitigation,The system shall adhere to international space debris mitigation guidelines.,8.1.2 Calculate Orbital Adjustments,0.429,0.289,1.023,0.0,0.0
C.2,C.2 Debris Mitigation,The system shall adhere to international space debris mitigation guidelines.,3.3.1 Monitor Orbital Environment for Debris,0.379,0.546,0.17,0.091,0.0
C.2,C.2 Debris Mitigation,The system shall adhere to international space debris mitigation guidelines.,1.1.3.3 Hold Preform,0.374,0.058,1.36,0.0,0.0
C.2,C.2 Debris Mitigation,The system shall adhere to international space debris mitigation guidelines.,3.1.1 Monitor Safety Standards (Automated safety checks),0.354,0.369,0.53,0.0,0.0
C.2,C.2 Debris Mitigation,The system shall adhere to international space debris mitigation guidelines.,3.3.2 Implement Collision Avoidance Maneuvers,0.337,0.323,0.571,0.0,0.0
C.1,C.1 Safety Compliance,The system shall comply with all relevant NASA safety standards for operation on crewed space platforms.,3.1.1 Monitor Safety Standards (Automated safety checks),0.485,0.564,0.53,0.143,0.0
C.1,C.1 Safety Compliance,The system shall comply with all relevant NASA safety standards for operation on crewed space platforms.,1.3.1 Monitor Microgravity Conditions,0.417,0.327,0.885,0.0,0.0
C.1,C.1 Safety Compliance,The system shall comply with all relevant NASA safety standards for operation on crewed space platforms.,1.1.6.1 Hold Spool,0.413,0.11,1.388,0.0,0.0
C.1,C.1 Safety Compliance,The system shall comply with all relevant NASA safety standards for operation on crewed space platforms.,3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.355,0.482,0.242,0.059,0.0
C.1,C.1 Safety Compliance,The system shall comply with all relevant NASA safety standards for operation on crewed space platforms.,3.1.1.1 Conduct Autonomous Safety Inspections,0.333,0.482,0.145,0.071,0.0
